number moves made,solving time,number seen states,max_queue_size
49,18.246733903884888,NaN,NaN
49,17.564301013946533,NaN,NaN
49,17.822309732437134,NaN,NaN
49,17.502919912338257,NaN,NaN
49,17.59943199157715,NaN,NaN
49,17.483741760253906,NaN,NaN
49,17.838749885559082,NaN,NaN
49,17.568015098571777,NaN,NaN
49,17.51852011680603,NaN,NaN
49,17.848183155059814,NaN,NaN
49,17.488205194473267,NaN,NaN
49,17.56014895439148,NaN,NaN
49,17.89146876335144,NaN,NaN
49,17.5038321018219,NaN,NaN
49,17.58134412765503,NaN,NaN
49,17.490413904190063,NaN,NaN
49,17.491249084472656,NaN,NaN
49,17.823145866394043,NaN,NaN
49,17.568374156951904,NaN,NaN
49,17.585793018341064,NaN,NaN
49,17.85028600692749,NaN,NaN
49,18.032454013824463,NaN,NaN
49,17.625382900238037,NaN,NaN
49,17.909303903579712,NaN,NaN
49,17.578057050704956,NaN,NaN
49,17.53581213951111,NaN,NaN
49,17.512162923812866,NaN,NaN
49,17.73868680000305,NaN,NaN
49,17.54543900489807,NaN,NaN
49,17.58059597015381,NaN,NaN
49,17.486473083496094,NaN,NaN
49,17.525275230407715,NaN,NaN
49,17.506871938705444,NaN,NaN
49,17.502310037612915,NaN,NaN
49,17.8972589969635,NaN,NaN
49,17.52760124206543,NaN,NaN
49,17.564767837524414,NaN,NaN
49,18.04415202140808,NaN,NaN
49,17.870306730270386,NaN,NaN
49,17.609260082244873,NaN,NaN
49,17.907961130142212,NaN,NaN
49,17.982220888137817,NaN,NaN
49,18.54385209083557,NaN,NaN
49,18.492208003997803,NaN,NaN
49,18.00620698928833,NaN,NaN
49,17.53470492362976,NaN,NaN
49,17.54559898376465,NaN,NaN
49,17.49007296562195,NaN,NaN
49,17.526093006134033,NaN,NaN
49,17.56014895439148,NaN,NaN
49,17.825276851654053,NaN,NaN
49,17.574323892593384,NaN,NaN
49,17.510666131973267,NaN,NaN
49,17.50353503227234,NaN,NaN
49,17.799808025360107,NaN,NaN
49,17.520666122436523,NaN,NaN
49,17.584697723388672,NaN,NaN
49,17.78409218788147,NaN,NaN
49,17.491449117660522,NaN,NaN
49,17.80271577835083,NaN,NaN
49,17.503257036209106,NaN,NaN
49,17.89528799057007,NaN,NaN
49,17.548042058944702,NaN,NaN
49,17.527601718902588,NaN,NaN
49,17.492130041122437,NaN,NaN
49,17.49691390991211,NaN,NaN
49,17.472899913787842,NaN,NaN
49,17.493191957473755,NaN,NaN
49,17.802250146865845,NaN,NaN
49,17.54825520515442,NaN,NaN
49,17.555230379104614,NaN,NaN
49,17.835896730422974,NaN,NaN
49,17.543310165405273,NaN,NaN
49,17.734132289886475,NaN,NaN
49,17.544167280197144,NaN,NaN
49,17.907220125198364,NaN,NaN
49,17.484548807144165,NaN,NaN
49,17.521430015563965,NaN,NaN
49,17.856833934783936,NaN,NaN
49,17.514976024627686,NaN,NaN
49,17.6284122467041,NaN,NaN
49,18.105462789535522,NaN,NaN
49,17.600494146347046,NaN,NaN
49,17.499452114105225,NaN,NaN
49,17.7907497882843,NaN,NaN
49,17.518975973129272,NaN,NaN
49,17.535452365875244,NaN,NaN
49,17.83737802505493,NaN,NaN
49,17.473087310791016,NaN,NaN
49,17.53405523300171,NaN,NaN
49,17.4732608795166,NaN,NaN
49,17.793007135391235,NaN,NaN
49,17.584044218063354,NaN,NaN
49,17.51594591140747,NaN,NaN
49,17.84040403366089,NaN,NaN
49,17.5632221698761,NaN,NaN
49,17.518689155578613,NaN,NaN
49,17.488460063934326,NaN,NaN
49,17.490060806274414,NaN,NaN
49,18.011681079864502,NaN,NaN
49,17.529008150100708,NaN,NaN
49,17.877546072006226,NaN,NaN
